 distance[ft],uprime[ft/s],vprime[ft/s],wprime[ft/s],pprime[rad/s]
   1660.0000000000000      ,  -1.4361679241395560E-002 , -0.90154202866583910      ,   4.1305428588695667      ,   6.8213211960561640E-002
   1680.0000000000000      , -0.36873617142358711      ,  0.98619048590587288      ,   4.1915980066943765      ,   7.4206169980877756E-002
   1700.0000000000000      ,  -1.7589408020135295      ,  -4.2287553280691954E-002 ,   4.0079202255884265      ,   7.6339214248394238E-002
   1720.0000000000000      ,  -1.9103103984372294      , -0.91583372182526879      ,   4.4652931805610976      ,   9.0606433997966973E-002
   1740.0000000000000      ,  -1.8434348894164168      ,  -1.0452118876993726      ,   3.6355869465668516      ,  0.10823304551990584     
   1760.0000000000000      ,  -1.7678995893315890      , -0.34178453528991576      ,   3.0883345432081493      ,  0.13823726402875225     
   1780.0000000000000      ,  -2.3707591655019522      , -0.92253130983483056      ,   3.3858840704438196      ,   6.1032291693083919E-002
   1800.0000000000000      ,  -4.1439693781328479      ,  -1.7844534011134365      ,   2.5670060469122893      ,   1.0265180232714626E-002
   1820.0000000000000      ,  -3.7808651781785922      ,  -1.2291595380660807      ,   2.7501920900119954      ,  -5.0252470447986926E-002
   1840.0000000000000      ,  -3.2992886853178440      ,  -1.5311052850517499      ,   1.6759735267499085      ,  -5.3589565615856559E-002
   1860.0000000000000      ,  -2.4438673583211705      ,  -2.5887189391524648      , -0.26057373069401785      ,  -7.0721142331446829E-002
   1880.0000000000000      ,  -3.6511730144023415      ,  -2.1090037128935903      , -0.36255548030860646      ,  -4.7516276045300718E-002
   1900.0000000000000      ,  -3.0520444203022961      ,  -3.0189869753337431      ,  -2.2297645635468006      ,   2.6405792870641702E-002
   1920.0000000000000      ,  -4.0619449393820481      ,  -4.3839228043816227      ,  -1.3018757954162536      ,  -2.2051007130249357E-002
   1940.0000000000000      ,  -3.3614900828936332      ,  -5.3254539004074575      , -0.90846157778576986      ,  -2.1837068711789746E-002
