 time[s],latitude[deg],longitude[deg],azimuth[deg]
9.1300000,0.91430454E-2,0.20737056E-3,4.6348062
9.1400000,0.91537454E-2,0.20835122E-3,4.6414531
9.1500000,0.91644473E-2,0.20933357E-3,4.6480953
9.1600000,0.91751509E-2,0.21031760E-3,4.6547330
9.1700000,0.91858564E-2,0.21130333E-3,4.6613660
9.1800000,0.91965638E-2,0.21229075E-3,4.6679944
9.1900000,0.92072730E-2,0.21327986E-3,4.6746181
9.2000000,0.92179840E-2,0.21427066E-3,4.6812373
9.2100000,0.92286968E-2,0.21526314E-3,4.6878518
9.2200000,0.92394115E-2,0.21625732E-3,4.6944617
9.2300000,0.92501280E-2,0.21725318E-3,4.7010669
9.2400000,0.92608464E-2,0.21825073E-3,4.7076676
9.2500000,0.92715666E-2,0.21924997E-3,4.7142636
9.2600000,0.92822886E-2,0.22025089E-3,4.7208550
9.2700000,0.92930125E-2,0.22125349E-3,4.7274418
9.2800000,0.93037382E-2,0.22225778E-3,4.7340239
9.2900000,0.93144658E-2,0.22326376E-3,4.7406015
9.3000000,0.93251951E-2,0.22427142E-3,4.7471744
9.3100000,0.93359264E-2,0.22528076E-3,4.7537427
9.3200000,0.93466595E-2,0.22629179E-3,4.7603063
9.3300000,0.93573944E-2,0.22730449E-3,4.7668654
9.3400000,0.93681311E-2,0.22831888E-3,4.7734198
9.3500000,0.93788697E-2,0.22933495E-3,4.7799696
9.3600000,0.93896102E-2,0.23035270E-3,4.7865148
9.3700000,0.94003525E-2,0.23137213E-3,4.7930553
9.3800000,0.94110966E-2,0.23239323E-3,4.7995913
9.3900000,0.94218426E-2,0.23341602E-3,4.8061226
9.4000000,0.94325904E-2,0.23444049E-3,4.8126493
9.4100000,0.94433401E-2,0.23546663E-3,4.8191713
9.4200000,0.94540916E-2,0.23649444E-3,4.8256888
9.4300000,0.94648449E-2,0.23752394E-3,4.8322016
9.4400000,0.94756001E-2,0.23855511E-3,4.8387098
9.4500000,0.94863572E-2,0.23958795E-3,4.8452134
9.4600000,0.94971161E-2,0.24062247E-3,4.8517124
9.4700000,0.95078768E-2,0.24165867E-3,4.8582067
9.4800000,0.95186394E-2,0.24269653E-3,4.8646964
9.4900000,0.95294039E-2,0.24373607E-3,4.8711815
9.5000000,0.95401702E-2,0.24477728E-3,4.8776620
9.5100000,0.95509383E-2,0.24582017E-3,4.8841379
9.5200000,0.95617083E-2,0.24686472E-3,4.8906091
9.5300000,0.95724802E-2,0.24791094E-3,4.8970758
9.5400000,0.95832539E-2,0.24895884E-3,4.9035378
9.5500000,0.95940294E-2,0.25000840E-3,4.9099951
9.5600000,0.96048068E-2,0.25105963E-3,4.9164479
9.5700000,0.96155861E-2,0.25211253E-3,4.9228960
9.5800000,0.96263672E-2,0.25316710E-3,4.9293396
9.5900000,0.96371501E-2,0.25422333E-3,4.9357785
9.6000000,0.96479350E-2,0.25528123E-3,4.9422127
9.6100000,0.96587216E-2,0.25634080E-3,4.9486424
9.6200000,0.96695102E-2,0.25740203E-3,4.9550674
9.6300000,0.96803005E-2,0.25846493E-3,4.9614879
9.6400000,0.96910928E-2,0.25952948E-3,4.9679037
9.6500000,0.97018869E-2,0.26059571E-3,4.9743149
9.6600000,0.97126828E-2,0.26166359E-3,4.9807214
9.6700000,0.97234806E-2,0.26273314E-3,4.9871234
9.6800000,0.97342803E-2,0.26380435E-3,4.9935207
9.6900000,0.97450818E-2,0.26487722E-3,4.9999134
9.7000000,0.97558852E-2,0.26595175E-3,5.0063015
9.7100000,0.97666904E-2,0.26702794E-3,5.0126849
9.7200000,0.97774976E-2,0.26810578E-3,5.0190638
9.7300000,0.97883065E-2,0.26918529E-3,5.0254380
9.7400000,0.97991173E-2,0.27026646E-3,5.0318076
9.7500000,0.98099300E-2,0.27134928E-3,5.0381726
9.7600000,0.98207446E-2,0.27243376E-3,5.0445329
9.7700000,0.98315610E-2,0.27351989E-3,5.0508887
9.7800000,0.98423792E-2,0.27460768E-3,5.0572398
9.7900000,0.98531994E-2,0.27569713E-3,5.0635863
9.8000000,0.98640214E-2,0.27678823E-3,5.0699282
9.8100000,0.98748452E-2,0.27788098E-3,5.0762655
9.8200000,0.98856709E-2,0.27897538E-3,5.0825981
9.8300000,0.98964985E-2,0.28007144E-3,5.0889261
9.8400000,0.99073280E-2,0.28116915E-3,5.0952495
9.8500000,0.99181593E-2,0.28226851E-3,5.1015683
9.8600000,0.99289925E-2,0.28336953E-3,5.1078825
9.8700000,0.99398275E-2,0.28447219E-3,5.1141920
9.8800000,0.99506644E-2,0.28557650E-3,5.1204969
9.8900000,0.99615032E-2,0.28668246E-3,5.1267972
9.9000000,0.99723438E-2,0.28779006E-3,5.1330929
9.9100000,0.99831863E-2,0.28889932E-3,5.1393840
9.9200000,0.99940307E-2,0.29001022E-3,5.1456704
9.9300000,0.10004877E-1,0.29112277E-3,5.1519522
9.9400000,0.10015725E-1,0.29223696E-3,5.1582294
9.9500000,0.10026575E-1,0.29335280E-3,5.1645020
9.9600000,0.10037427E-1,0.29447029E-3,5.1707700
9.9700000,0.10048281E-1,0.29558941E-3,5.1770333
9.9800000,0.10059136E-1,0.29671018E-3,5.1832920
9.9900000,0.10069994E-1,0.29783260E-3,5.1895461
10.000000,0.10080853E-1,0.29895665E-3,5.1957956
10.010000,0.10091714E-1,0.30008235E-3,5.2020404
